reference	GSL5	GSL10	GSL15	GSL20	GSL25	GSL30	GSL35	GSL40	GSL45	GSL50	GSL55	GSL60	GSL65	GSL70	GSL75	GSL80	GSL85	GSL90	GSL95	GSL100	GSL105	GSL110	GSL115	GSL120	GSL125	GSL130	GSL135	GSL140	GSL145	GSL150	GSL155	GSL160	GSL165	GSL170	GSL175	GSL180	GSL185	GSL190	GSL195	GSL200	GSL205	GSL210	GSL215	GSL220	GSL225	GSL230	GSL235	GSL240	GSL245	GSL250	GSL255	GSL260	GSL265	GSL270	GSL275	GSL280	GSL285	GSL290	GSL295	GSL315	GSL320	GSL325	GSL330	GSL335	GSL340	GSL345	GSL350	GSL355																																																																					
Time	Area																																																																																																																																								
		29.688	3833	17.769	3188	28.947	351	31.378	992	18.015	426			16.707	400	30.056	353	19.988	2615	17.119	2703	23.141	4228	29.544	283	18.132	1219	27.598	895	23.097	204	30.781	4785	30.002	481	15.125	1651	29.545	1288	19.168	789	23.845	1363	18.427	703	21.026	3253	18.73	258	19.739	4288	19.989	615	18.969	827	15.45	4744	19.664	706	28.634	464865	16.071	458	28.804	1008	28.453	23962	29.337	1082	24.542	9607	29.813	19346	32.043	43061	30.033	546	28.307	1488	25.542	1026			26.188	5609	25.321	33863	18.198	1204	29.369	1852	30.65	12018	23.644	4015			17.969	1758	27.575	1988					31.883	390			23.401	9798	19.159	433	25.15	5515	24.658	1281																	31.318	1353		
		29.83	21549	18.008	959	29.181	673	31.442	1268	18.144	922			16.959	1170	30.145	699	20.114	2607	17.152	2121	23.274	682	29.683	1635	18.215	1119	27.743	3560	23.141	4359	30.951	1189	30.05	676	15.156	2354	29.647	579	19.277	917	24.011	391	18.585	557	21.232	765	18.87	400	19.985	1405	20.115	5546	18.999	1117	15.513	7674	19.731	2312	28.817	2148	16.236	2254	28.947	631	28.567	1449	29.383	6689	24.626	1645	29.909	14847	32.337	2739	30.114	442	28.376	1992	25.577	774			26.295	2414	25.373	18005	18.404	939	29.45	557	30.749	10594	23.691	1007			18.078	1329	27.717	994					32.029	56497			23.46	4808	19.274	402	25.326	11927	24.736	396																	31.68	2813		
		29.929	4189	18.139	919	29.254	1966	31.558	780	18.225	871			17.029	1463	30.203	1552	20.211	2615	17.389	1636	23.352	45555	29.789	3144	18.422	2234	28.066	235	23.349	21108	31.097	1434	30.127	290	15.208	5745	29.687	5000	19.326	1234	24.363	1039	18.636	1296	21.314	433	18.961	187	20.114	8808	20.215	406	19.116	799	15.575	14081	19.941	645	28.934	1480	16.333	478	29.047	890	28.629	383246	29.471	3411	24.676	1388	30.004	4626	32.684	2143	30.181	1631	28.445	4225	25.619	1676			26.371	1372	25.842	2244	18.568	623	29.519	2511	30.94	9216	24.096	1757			18.113	1688	28.046	799					32.318	3012			23.521	2407	19.409	2897	25.378	20136	25.146	2994																	31.865	1422		
		30.002	675	18.219	4486	29.397	1781	31.714	802	18.431	4485			17.124	3177	30.306	4626	20.303	406	17.468	11472	23.583	370	29.825	7583	18.582	738	28.116	239	23.482	759	31.197	3930	30.198	465	15.321	5862	29.828	34268	19.372	279	24.544	1461	18.705	2857	21.415	24701	18.997	241	20.18	767	20.377	1061	19.194	799	15.719	7061	19.982	1322	29.039	2535	16.405	1514	29.124	263	28.794	1633	29.532	2782	24.745	434	30.132	328	32.945	20919	30.283	2979	28.553	2832	25.685	1105			26.546	1816	25.88	1705	18.615	831	29.657	2893	31.188	9148	24.214	2459			18.195	1434	28.297	669					32.793	1156			23.571	5130	19.575	727	25.456	284	25.323	79139																	32.017	69585		
		30.058	305	18.301	368	29.493	983	31.765	755	18.597	645			17.159	2524	30.547	3496	20.372	670	17.676	904	23.674	957	29.927	6109	18.633	1046	28.283	1534	23.673	1060	31.293	1281	30.299	3093	15.444	2584	29.924	8189	19.425	3600	24.645	2981	18.869	489	21.51	4768	19.112	955	20.215	761	20.496	491	19.29	959	15.784	6058	20.108	2800	29.167	5199	16.441	866	29.165	3763	29.041	366	29.672	4864	25.077	474	30.185	766	33.243	861	30.396	1122	28.622	357769	25.731	932			26.765	4138	25.959	1242	18.708	1382	29.761	2278	31.329	1774	24.273	532			18.277	666	28.437	3933					32.933	18592			23.655	1920	19.655	944	25.542	138	25.372	338																	32.205	457		
		30.205	514	18.424	1200	29.551	2783	31.916	926	18.643	760			17.329	568	30.649	39289	20.46	715	17.766	3319	23.714	973	30.002	1645	18.725	1191	28.329	204	23.708	1524	31.365	1645	30.54	4173	15.506	5224	30.014	2828	19.586	1330	24.761	531	18.997	129	21.679	226	19.177	512	20.378	1288	20.654	17252	19.327	646	15.856	10326	20.206	349	29.277	5989	16.572	4199	29.276	3619	29.162	3044	29.778	6086	25.16	2024	30.288	4058	33.799	2111	30.523	6683	28.787	3918	26.193	114			26.866	498	26.108	607	18.847	412	29.8	11141	31.595	666	24.391	233			18.344	237	28.548	403					33.106	4917			23.711	690	19.722	3174	25.622	14376	25.449	376																	32.282	3909		
		30.307	2466	18.588	552	29.794	1628	32.076	34588	18.738	557			17.394	2346	30.784	7728	20.501	305	18.004	1102	23.837	2589	30.05	1024	18.866	736	28.399	1756	23.839	1964	31.438	1248	30.644	24568	15.569	10112	30.144	599	19.67	995	24.846	1154	19.111	933	21.791	1336	19.427	2299	20.5	1532	20.79	294	19.428	3298	15.932	2135	20.369	356	29.34	1670	16.654	676	29.338	894	29.256	3115	29.814	26979	25.188	1024	30.394	433	33.977	11904	30.597	180	28.918	822	26.465	958			26.905	451	26.186	20513	18.943	577	29.896	6672	31.72	2413	24.526	6700			18.398	8943	28.608	39338					33.227	1745			23.829	66609	19.936	546	25.853	1041	25.622	459																	32.727	472		
		30.415	496	18.642	1522	29.842	895	32.32	11826	18.877	984			17.475	13170	30.951	1110	20.539	355	18.136	944	24.012	362	30.148	766	18.961	543	28.464	22474	24.012	498	31.542	1060	30.777	4310	15.714	4592	30.202	1480	19.736	2919	24.923	450	19.175	521	21.843	595	19.587	1032	20.549	543	20.894	275	19.59	1283	15.972	6777	20.646	7082	29.385	8772	16.792	508	29.384	3565	29.381	1515	29.911	13337	25.336	50653	30.529	6584	34.158	3432	30.663	8371	29.152	1143	26.5	758			26.969	5605	26.338	31169	18.976	660	30.021	1863	32.03	52531	24.61	573			18.566	1631	28.777	2391					33.78	2610			23.911	2215	19.97	1218	25.889	1752	25.983	476																	32.783	1191		
		30.547	2955	18.726	899	29.881	476	32.862	636	18.97	428			17.578	229	31.099	1844	20.64	11750	18.216	4842	24.074	455	30.2	4279	18.994	614	28.576	826	24.347	4701	31.698	545	30.948	1180	15.778	4342	30.302	3124	19.947	634	25.152	217	19.425	2219	22.057	126	19.672	825	20.647	61475	21.028	4347	19.673	888	16.078	1722	20.888	197	29.474	7119	16.903	546	29.477	2071	29.471	781	29.994	4649	25.387	14631	30.657	17340	34.414	2024	30.759	7175	29.231	1457	26.551	1710			27.055	640	26.46	459	19.093	898	30.118	201	32.123	2762	24.656	846			18.611	1255	29.148	1224					33.952	11794			23.999	1213	20.098	4351	25.963	1611	26.114	536																	32.904	11110		
		30.646	20376	18.871	524	29.935	2740	32.963	18559	19.005	514			17.683	1049	31.197	16237	20.892	188	18.297	417	24.114	995	30.302	2844	19.11	985	28.64	258125	24.545	2039	31.752	591	31.094	1550	15.847	7879	30.416	1331	19.985	1750	25.2	1130	19.592	438	22.109	1011	19.738	3045	20.788	336	21.42	24799	19.739	3193	16.158	998	21.019	2366	29.531	4697	16.964	1107	29.532	2496	29.534	1119	30.132	1143	25.553	1391	30.763	8408	35.288	21763	30.928	1878	29.328	325	26.97	1269			27.201	499	26.543	1553	19.152	547	30.172	1317	32.33	1738	25.145	2643			18.713	2853	29.222	393					34.134	3653			24.096	7870	20.198	373	26.12	588	26.186	5300																	33.005	1360		
		30.786	4254	18.964	243	30.008	1671	33.173	1595	19.121	945			17.772	3877	31.368	1469	21.027	1747	18.421	1482	24.343	3902	30.545	3740	19.171	620	28.833	2170	24.645	930	31.905	684	31.192	14278	15.926	1339	30.547	3175	20.113	5203	25.291	649	19.671	802	22.425	1229	19.954	827	20.891	388	21.513	6698	19.84	580	16.243	13963	21.357	345	29.561	3755	17.022	716	29.671	4757	29.671	2535	30.186	3999	25.593	676	30.934	2414	38.626	2430	31.077	2202	29.374	3217	27.292	276			27.574	1099	26.678	1235	19.405	3007	30.273	3046	32.667	3854	25.319	47407			18.844	754	29.365	584					34.387	2272			24.278	2751	20.359	1156	26.192	21993	26.295	1539																	33.344	819		
		30.953	667	18.999	258	30.077	423	33.42	2089	19.18	676			18.01	1258	31.432	2065	21.149	193	18.583	647	24.511	1000	30.645	25769	19.326	236	28.94	950	24.764	875	32.06	25661	31.362	1117	15.965	5037	30.66	14610	20.182	1734	25.342	1383	19.738	3042	22.487	6321	19.989	1084	20.962	271	21.68	251	19.953	874	16.336	3232	21.407	9967	29.674	12434	17.115	2783	29.813	19851	29.775	1743	30.289	4699	25.741	530	31.08	1172			31.238	8892	29.467	2135	27.58	5652			27.666	251	26.763	2757	19.569	948	30.515	6531	32.923	14415	25.37	11960			18.946	2016	29.461	1142					35.266	15493			24.349	1233	20.481	509	26.272	543	26.371	971																	33.766	1386		
		31.102	1609	19.113	1187	30.148	875	33.64	968	19.285	418			18.142	1121	31.551	1165	21.233	1132	18.636	1701	24.545	1483	30.781	4920	19.424	3155	29.175	4193	24.81	1588	32.132	1954	31.437	1343	16.073	1037	30.783	4522	20.21	1398	25.394	981	19.953	833	22.537	4527	20.115	3547	21.028	7005	21.738	222	19.994	1989	16.412	4261	21.504	3314	29.779	8037	17.151	6402	29.911	4272	29.813	8022	30.398	682	25.861	1260	31.19	46298			31.34	1554	29.524	5345	27.725	714			27.721	5734	26.867	285	19.65	913	30.642	17084	33.005	3745	25.97	496			18.974	2943	29.522	3644					35.613	3191			24.4	431	20.67	17904	26.341	2314	26.546	3348																	33.943	11677		
		31.196	24065	19.176	648	30.208	687	33.855	2112	19.338	268			18.221	5294	31.703	1350	21.314	833	18.719	1033	24.644	662	30.949	1091	19.588	1099	29.252	4311	24.845	3179	32.314	8173	31.543	3261	16.153	579	30.952	1144	20.377	755	25.562	363	19.987	951	22.703	3855	20.184	911	21.184	561	21.795	1541	20.116	4926	16.447	2673	21.785	1050	29.815	24877	17.24	2811	30.039	233	29.911	2820	30.53	7517	25.897	1696	31.343	1840			31.516	590	29.766	5371	28.051	578			28.18	163	26.966	43157	19.718	3329	30.747	6768	33.444	1880	26.106	585			19.092	1074	29.761	831									24.472	1695	21.011	3245	26.373	1344	26.764	3636																	34.123	5472		
		31.371	1521	19.429	2605	30.311	2156	34.027	6428	19.435	2877			18.304	470	31.758	1554	21.361	249	18.867	616	24.762	1571	31.099	1478	19.668	1289	29.392	5573	25.15	333	32.843	794	31.704	2223	16.237	12149	31.099	1908	20.459	335	25.637	1481	20.114	3152	22.751	5535	20.377	489	21.365	455	21.842	691	20.18	604	16.516	330	21.834	567	29.913	17291	17.32	1469	30.116	405	30.033	495	30.639	65836	25.975	1097	31.729	3299			31.602	890	29.807	2175	28.442	5825			28.26	3027	27.108	317	19.929	757	30.919	2286	33.781	937	26.183	14041			19.146	942	29.809	787									24.537	2045	21.348	318	26.466	10609	26.968	4754																	34.377	2374		
		31.439	1018	19.595	553	30.553	2085	34.217	3610	19.6	663			18.427	2169	32.069	53458	21.418	11785	18.959	222	24.804	1962	31.195	10455	19.735	4693	29.48	2364	25.197	1490	32.955	8867	31.749	1453	16.33	2744	31.205	28977	20.497	821	25.701	339	20.214	439	23.088	325	20.498	497	21.421	27464	22.103	321	20.215	1045	16.58	7023	21.908	190	30.001	8454	17.386	2897	30.186	457	30.131	668	30.765	12274	26.125	534	31.907	637			31.73	1262	29.902	7455	28.551	173			28.312	549	27.203	418	19.968	1364	31.065	1548	33.96	14232	26.335	44320			19.266	2130	29.896	1290									24.623	3407	21.405	36214	26.549	953	27.055	615																	35.252	19974		
		31.55	5704	19.675	931	30.65	15796	34.477	3212	19.68	766			18.59	830	32.309	25749	21.509	2669	18.995	294	24.84	3160	31.366	1103	19.833	754	29.541	1577	25.289	273	33.155	5484	31.903	2401	16.407	3021	31.368	990	20.544	407	25.876	640	20.378	266	23.155	7011	20.663	6903	21.513	10711	22.428	1222	20.379	734	16.656	2529	22.467	4243	30.134	2555	17.465	11309	30.289	3958	30.186	4400	30.932	2375	26.2	16428	32.044	50310			32.04	49336	30.003	3076	28.612	21639			28.353	672	27.344	393	20.094	4618	31.178	29818	34.133	3218	26.542	1123			19.301	2784	29.923	764									24.663	2761	21.494	9010	26.683	885	27.2	625																	35.593	2557		
		31.705	3910	19.739	3727	30.789	8541	35.363	17941	19.746	3065			18.643	1990	32.442	156	21.679	310	19.109	1241	25.152	296	31.436	1128	19.949	862	29.577	1015	25.344	1559	33.407	1122	32.061	36110	16.441	2503	31.621	636	20.644	40560	26.218	1734	20.497	561	23.346	3274	20.79	408	21.678	245	22.474	11420	20.464	299	16.705	1991	22.529	1645	30.187	2547	17.631	608	30.4	258	30.289	4365	31.08	1853	26.353	49897	32.34	10000			32.814	1610	30.121	822	28.78	437			28.389	641	27.441	866	20.192	416	31.327	2105	34.395	2470	26.677	521			19.348	617	29.997	1814									24.746	89808	21.721	233	26.768	2070	27.575	1800																				
		31.762	902	19.957	1000	30.981	6350	35.709	1729	19.961	835			18.729	1049	32.849	562	21.738	9567	19.171	710	25.198	962	31.546	2397	19.987	1539	29.685	2846	25.394	1225	34.011	6256	32.31	12639	16.508	242	31.745	3728	20.788	319	26.392	4367	20.65	4226	23.416	4934	20.899	473	21.736	406	22.538	4556	20.499	535	16.804	2035	22.684	3462	30.292	4956	17.708	1040	30.53	5304	30.529	6908	31.189	39000	26.558	1495	32.813	2326			32.949	5800	30.177	4425	29.151	1286			28.441	40468	27.523	490	20.355	678	31.556	6543	34.924	635	26.762	3007			19.403	6508	30.17	5592									24.874	298	21.778	1400	26.874	566	27.721	5151																				
		31.901	4031	19.991	1120	31.199	12829	36.944	2366	19.995	1344			18.874	684	32.954	33246	21.792	732	19.424	2808	25.343	2295	31.705	1807	20.111	5134	29.788	8340	25.561	1160	34.196	2810	32.772	521	16.575	6198	31.919	1010	20.955	168	26.482	979	20.898	485	23.535	488	21.028	3783	21.794	1812	22.685	12759	20.655	13444	16.828	1669	22.744	2979	30.443	133	17.763	5472	30.642	25006	30.639	48483	31.344	1652	26.691	644	32.944	22058			33.024	1615	30.278	2738	29.224	531			28.552	1147	27.575	4740	20.475	361	31.719	3941	35.269	17529	26.868	233			19.495	808	30.271	2556									24.994	3976	21.821	419	26.972	42370	28.259	2208																				
		32.068	37092	20.116	3856	31.306	655			20.123	4813			18.968	263	33.07	1643	21.917	227	19.591	526	25.394	1396	31.753	2197	20.211	344	29.828	9283	25.632	3576	35.336	8957	32.84	1090	16.652	2180	32.066	37754	21.026	4113	26.52	1546	21.026	3747	23.582	925	21.158	223	21.84	1789	22.751	4097	20.792	258	16.871	3554	23.148	3426	30.532	5715	17.995	530	30.767	8234	30.764	10204	31.53	532	26.777	3065	33.246	1483			33.805	988	30.521	6508	29.321	320			28.615	231147	27.66	333	20.639	10616	31.891	5531	38.592	1926	26.965	21592			19.566	2375	30.513	8025									25.108	1930	21.995	163	27.061	514	28.441	29477																				
		32.31	13738	20.381	254	31.374	891			20.188	593			19.002	379	33.288	1771	22.18	506	19.669	1061	25.563	866	31.901	2913	20.376	493	29.924	11254	25.701	670	35.683	5357	32.95	10831	16.696	1730	32.273	339	21.154	895	26.573	1192	21.361	183	23.67	8327	21.362	412	22.064	677	23.093	168	20.898	298	16.907	1138	23.337	1734	30.645	27981	18.126	1444	30.938	1743	30.934	1757	31.735	6862	26.886	455	33.806	2645			33.975	10932	30.649	23305	29.369	920			28.785	2033	27.72	11351	20.766	739	32.029	56294			27.052	455			19.644	1736	30.643	17826									25.151	5757	22.045	221	27.117	320	28.551	1265																				
		32.778	847	20.5	603	31.435	1168			20.222	820			19.117	1358	33.404	5608	22.446	8392	19.735	3962	25.633	4036	32.061	28939	20.494	453	30.002	3211	26.212	2453	40.587	2515	33.403	1658	16.797	2054	32.335	8538	21.231	300	26.99	1939	21.415	1590	23.732	2041	21.413	8820	22.1	623	23.158	8702	21.029	3983	16.959	4852	23.409	2705	30.77	6999	18.211	1477	31.084	2230	31.079	1977	31.903	640	26.925	460	33.978	10194			34.153	2995	30.756	16877	29.464	1255			29.032	1314	28.045	918	20.874	295	32.315	9985			27.201	525			19.715	4695	30.746	10775									25.21	1908	22.088	344	27.219	928	28.602	1659																				
		32.85	1070	20.644	7488	31.529	3851			20.387	504			19.191	1080	33.622	2442	22.494	1563	19.951	1109	25.702	534	32.31	15900	20.641	13220	30.053	1536	26.392	581			33.62	683	16.825	1684	32.437	1519	21.305	248	27.135	268	21.512	1710	23.947	1339	21.512	3904	22.459	71404	23.35	2847	21.235	357	17.027	4019	23.572	434	30.937	1895	18.292	398	31.189	16096	31.188	16279	32.052	65732	26.98	20090	34.163	3636			34.407	2078	30.947	11836	29.523	3727			29.153	6719	28.091	349	21.005	3950	32.793	3554			27.442	503			19.816	840	30.938	12439									25.28	1111	22.412	1973	27.349	274	28.667	275																				
		32.957	11876	20.792	351	31.637	1115			20.507	484			19.337	363	33.838	4791	22.542	1508	19.986	1176	26.168	455	32.776	2631	20.788	338	30.149	1852	26.482	356			33.831	1848	16.866	2932	32.843	2073	21.363	1549	27.309	668	21.736	378	24.008	1907	21.737	298	22.533	13559	23.42	4460	21.314	251	17.122	7686	23.661	5051	31.084	2191	18.414	3214	31.349	1183	31.273	1397	32.303	24594	27.066	724	34.415	1837			35.29	23344	31.197	13949	29.763	257			29.222	2121	28.136	370	21.209	288	32.935	7391			27.518	241			19.912	882	31.193	5142									25.331	88936	22.524	17693	27.401	199	28.783	1483																				
		33.074	1845	20.903	560	31.71	3252			20.555	193			19.378	159	34.016	9628	22.609	799	20.112	4201	26.209	3993	32.954	16907	20.895	420	30.199	1574	26.521	2104			34.002	6319	16.904	849	32.965	11054	21.426	37850	27.599	3349	21.794	1473	24.107	3941	21.794	1362	22.675	42981	23.583	996	21.364	164	17.156	8257	23.938	363	31.192	25083	18.485	600	31.521	557	31.344	1421	32.765	711	27.219	769	35.292	17283			35.637	3415	31.335	2223	29.826	536			29.274	6529	28.178	261	21.394	12163	33.012	3031			27.573	1013			19.968	3294	31.257	1700									25.379	535	22.736	21455	27.449	1036	29.038	650																				
		33.41	1814	21.029	4457	31.763	2103			20.65	35110			19.431	3368	34.207	6987	22.658	10496	20.212	252	26.482	931	33.405	1997	21.025	4716	30.302	3372	26.571	1201			34.194	3491	16.946	2177	33.273	971	21.51	11059	27.743	546	21.842	255	24.236	3448	21.842	279	22.849	290	23.672	5618	21.419	17999	17.248	2586	24.093	2139	31.349	1595	18.583	1344	31.734	2458	31.528	4221	32.815	1235	27.456	618	35.639	3058					31.393	744	29.927	489			29.327	2735	28.26	1453	21.491	4692	33.109	7164			27.718	8969			20.091	8303	31.327	1483									25.456	405	23.14	4492	27.526	493	29.153	4026																				
		33.622	1010	21.423	1254	31.908	1727			20.799	311			19.599	841	34.462	6520	22.754	4800	20.377	384	26.519	2109	33.622	855	21.362	129	30.545	4284	26.991	1220			34.459	2445	16.971	2139	33.417	955	21.794	1978	28.069	1039	22.107	756	24.289	1157	22.48	5399	23.096	399	23.731	1529	21.514	4898	17.354	3590	24.23	3451	31.521	572	18.628	1299	31.903	979	31.734	4022	32.941	40573	27.535	308							31.598	453	30.118	816			29.372	9869	28.299	1547	21.716	211	33.224	1754			28.047	277			20.158	1051	31.591	531									25.547	544	23.334	3567	27.584	49937	29.28	1414																				
		33.845	1576	21.515	2103	32.069	22775			20.906	394			19.676	1606	35.092	1026	22.83	1047	20.496	615	26.568	2246	33.833	1719	21.416	7784	30.647	24880	27.31	713			35.329	22303	17.022	3815	33.839	1777	21.838	1005	28.121	346	22.463	1819	24.414	314	22.538	2686	23.156	11557	23.897	375	21.74	238	17.392	6635	24.287	508	31.735	3071	18.702	3045	32.047	44065	31.897	2537	33.252	2847	27.589	2214							31.725	3568	30.176	1918			29.466	5873	28.358	1245	21.772	1461	33.788	1571			28.136	164			20.191	2458	31.716	2958									25.626	46081	23.402	4232	27.726	10823	29.329	1893																				
		34.017	5368	21.68	272	32.316	11766			21.036	3762			19.743	5554	35.343	17554	22.921	802	20.64	9691	26.782	409	34.013	6538	21.511	5231	30.781	5948	27.6	1779			35.675	3406	17.117	7101	34.012	6418	22.061	438	28.324	3016	22.54	1662	24.55	17123	22.7	3096	23.347	2753	23.949	904	21.796	1502	17.472	32436	24.405	392	31.905	1069	18.861	405	32.125	244	32.05	66849	33.389	6756	27.672	246							31.899	925	30.276	3252			29.517	6701	28.442	26713	21.821	562	33.96	11020			28.175	601			20.282	301	32.027	46278									25.858	5050	23.564	846	27.976	508	29.375	4171																				
		34.212	4227	21.74	410	32.723	2589			21.372	396			19.81	698	35.686	2767	23.086	581	20.788	386	26.992	1465	34.2	4162	21.68	328	30.878	303	27.744	697					17.151	7467	34.201	3350	22.103	410	28.395	2554	22.677	2449	24.63	1457	22.751	2495	23.419	5447	24.104	2121	21.842	599	17.575	895	24.54	10155	32.048	47311	18.96	903	32.311	11722	32.301	29043	33.611	1723	27.733	9140							32.034	41969	30.519	6518			29.66	16774	28.551	1123	22.083	384	34.14	3992			28.257	2610			20.354	1564	32.325	1833									25.983	1040	23.654	5520	28.048	348	29.489	2954																				
		34.464	3508	21.796	1633	32.962	23118			21.436	32664			19.958	1291	36.93	6066	23.157	1803	20.897	628	27.311	544	34.46	2757	21.735	242	30.95	1655	28.071	1155					17.243	2552	34.448	831	22.454	35823	28.464	7154	22.753	848	24.679	1195	23.158	5471	23.581	1434	24.18	197	21.92	265	17.629	309	24.62	891	32.31	15833	18.989	1193	32.412	2071	32.94	39525	33.813	7101	28.145	300							32.328	12418	30.645	23469			29.8	36787	28.623	799931	22.408	773	34.393	2190			28.438	29034			20.468	1457	32.666	5137									26.121	501	23.699	1849	28.081	255	29.522	1601																				
		35.1	3393	21.845	229	33.413	1182			21.521	11940			19.994	1352			23.219	360	21.024	4522	27.6	4549	35.342	13876	21.79	1687	31.098	1380	28.323	777					17.322	2223	35.339	23078	22.537	10192	28.583	2874	23.156	4256	24.853	959	23.419	2227	23.671	2061	24.237	972	22.471	12910	17.679	2584	24.671	818	32.82	2151	19.037	112	32.815	2290	33.129	7870	33.984	12157	28.189	443							32.675	5023	30.755	16224			29.899	13405	28.81	2114	22.463	12184	35.27	10692			28.548	832			20.521	421	32.919	18568									26.196	6856	23.829	283	28.143	5304	29.661	7846																				
		35.355	20446	22.448	5674	33.509	1432			21.688	877			20.119	5454			23.352	1464	21.364	151	27.744	2128	35.686	13601	21.842	484	31.194	26164	28.393	555					17.348	1056	35.684	4897	22.669	26454	28.641	458508	23.418	2279	25.085	1126	23.58	435	23.73	2361	24.415	1699	22.539	3905	17.769	9591	24.844	659	32.946	20794	19.107	1201	32.939	29389	33.25	2602	34.175	9056	28.271	1803							32.772	2088	30.942	9985			30.023	5887	28.915	1187	22.679	4599	35.614	9601			28.606	8357			20.633	24676	33.222	342									26.303	1068	23.931	415	28.264	1857	29.802	14893																				
		35.695	3249	22.499	512	33.629	896			21.803	1476			20.185	743			23.419	1677	21.417	9262	28.072	1214	36.937	2511	22.099	268	31.295	1147	28.463	4322					17.387	6367			22.751	3776	28.812	5123	23.58	525	25.168	3328	23.671	2521	23.887	984	24.553	10760	22.621	485	17.869	341	25.158	1854	33.255	1241	19.167	1176	33.255	1503	33.391	4684	34.436	3377	28.453	31209							32.936	29541	31.2	5007			30.107	2485	29.025	1873	22.728	4520					28.669	223			20.767	327	33.435	1884									26.379	8337	23.995	212	28.309	413	29.927	4290																				
		36.94	2773	22.544	662	33.85	1568			21.847	504			20.219	1102			23.58	425	21.511	4876	28.117	2118			22.448	8387	31.365	1455	28.634	81498					17.468	29792			22.922	428	28.895	172	23.67	3529	25.196	2063	23.727	835	23.946	1273	24.637	984	22.692	6236	18.007	3059	25.187	879	33.393	2077	19.281	1465	33.393	3574	33.807	4894	34.828	686	28.562	1401							33.235	1615	31.264	1808			30.173	6615	29.151	4876	23.134	7337					28.811	509			20.866	207	33.673	375									26.47	44295	24.154	812	28.362	391	30.03	2084																				
				22.661	5716	34.021	8567			22.071	159			20.385	386			23.629	5569	21.678	192	28.323	332			22.497	1704	31.44	1699	28.806	1263					17.569	1197			23.084	230	28.936	1820	23.726	1071	25.247	373	23.947	712	24.103	833	24.684	1475	22.753	3930	18.066	209	25.334	47588	33.476	404	19.33	1957	33.809	3576	33.982	12746	35.3	19643	28.621	11300							33.451	3717	31.332	1293			30.275	5708	29.272	120	23.397	2762					29.034	379			20.934	445	33.776	1003									26.554	3724	24.222	2650	28.448	29223	30.112	1286																				
				22.757	1178	34.214	3188			22.456	33544			20.502	732			23.671	13927	21.735	1026	28.466	4107			22.537	1024	31.539	1558	29.172	1344					17.623	487			23.157	3001	29.024	935	23.854	1419	25.344	67819	24.013	575	24.178	4464	24.757	243	23.084	136	18.138	2850	25.386	17076	33.815	2398	19.419	4180	33.983	9635	34.17	7013	35.644	4261	28.824	775							33.79	2500	31.723	2075			30.384	243	29.324	121	23.558	690					29.151	5430			21.005	5511	33.953	15190									26.68	451	24.272	675	28.56	977	30.176	12476																				
				22.805	126	34.472	3094			22.502	4915			20.648	10424			23.833	2616	21.791	1638	28.634	32399			22.659	9654	31.707	2988	29.247	3580					17.673	2190			23.358	3164	29.169	1891	23.944	540	25.396	28522	24.112	1276	24.29	2305	24.854	4299	23.159	5907	18.218	13554	25.642	3271	33.985	10527	19.584	1217	34.172	4608	34.434	2689	36.907	3122	29.047	392							33.965	16128	32.033	45163			30.516	7060	29.369	4190	23.648	5584					29.217	3010			21.212	943	34.135	3615									26.723	666	24.397	412	28.619	173094	30.277	5376																				
				23.16	5280	35.358	18805			22.55	1011			20.796	387			23.945	292	21.841	317	28.717	1629			22.752	2096	31.758	2526	29.35	461					17.764	9252			23.417	4994	29.256	4408	24.089	1324	25.472	493	24.237	664	24.379	10458	25.087	815	23.351	2612	18.301	1211	25.833	2639	34.17	4314	19.665	1296	34.42	1700	34.828	1250			29.163	4355							34.151	3300	32.125	4508			30.64	29913	29.443	1735	23.694	1192					29.27	1476			21.289	913	34.391	2780									26.773	4890	24.449	154	28.7	12989	30.388	612																				
				23.422	2539	36.942	2975			22.669	20659			20.904	692			24.075	5670	22.446	10186	28.804	718			22.846	257	31.905	1655	29.391	2114					17.864	521			23.582	807	29.39	5184	24.237	711	25.563	948	24.416	309	24.459	2274	25.171	4223	23.42	3800	18.368	422	25.896	1240	34.422	1221	19.732	4276	35.299	28863	35.295	9985			29.285	385							34.406	2661	32.327	3790			30.749	11043	29.52	2700	23.926	928					29.318	1071			21.343	782	34.923	794									26.877	447	24.534	11197	28.791	2120	30.438	130																				
				23.583	446	38.714	3301			22.763	1821			20.962	232			24.237	3991	22.541	801	29.174	2862			23.154	6274	32.062	31171	29.486	2935					18.005	2833			23.67	9243	29.481	3399	24.413	275	25.599	623	24.552	5196	24.507	980	25.347	92484	23.583	772	18.418	3185	25.976	1193	35.301	29365	19.948	1387	35.645	3508	35.643	8124			29.336	488							34.811	777	32.673	3865			30.92	2189	29.674	3188	24.093	2253					29.379	1344			21.402	46221	35.266	24822									26.911	452	24.618	1681	29.045	503	30.514	19052																				
